 = 231
withhis = 9
withhunger = 2
within = 68
withingraspin = 7
withinreach = 2
withinthe = 7
withme = 2
without = 66
withoutcomplaint = 7
withoutpausing = 2
withoutpermission = 2
withoutpointing = 2
withoutprominently = 2
withseventyfive = 2
withstand = 2
withstandevery = 2
withstood = 2
withthe = 15
withthis = 2
withtopsail = 7
withuplifted = 7
withwhich = 2
withyoung = 2
withyour = 2
wives = 6
wlondon = 7
wolfs = 7
woman = 8
womans = 2
womansvoice = 2
women = 8
won = 7
wonder = 18
wondered = 22
wonderedwhether = 2
wonderful = 54
wonderin = 7
wondering = 2
wondermentthe = 2
wonderof = 2
wonderthat = 2
wont = 21
wood = 11
woodhe = 7
woodwas = 2
wool = 4
word = 53
wordput = 7
words = 12
wordsaway = 2
wordspassed = 2
wordsso = 7
wordthe = 2
work = 126
work1e4do = 2
workarchie = 2
workcopyright = 2
worked = 6
workif = 7
working = 4
workit = 2
workor = 2
works = 53
works1aby = 2
works1e9if = 2
workseven = 2
worksharmless = 2
worksnearly = 2
worksunless = 2
workthe = 2
workto = 2
workwith = 2
workyou = 2
world = 16
worlds = 7
worn = 10
worried = 2
worse = 20
worsewhen = 2
worst = 11
worth = 12
worthily = 7
wortht = 7
worthy = 10
would = 332
wouldand = 2
wouldappear = 2
wouldbe = 2
wouldbreak = 2
wouldhe = 9
wouldneed = 7
wouldnt = 12
wouldthe = 2
wouldthis = 7
wouldtogether = 2
wound = 6
woundcaptain = 2
wounded = 7
wrath = 2
wrathful = 2
wrathfullytuttles = 2
wreck = 18
wreckage = 2
wrecked = 2
wreckedtime = 7
wrecker = 11
wrenched = 7
wriggled = 2
wrights = 7
wrings = 9
wrist = 7
writers = 7
writhing = 7
writhingarmed = 7
writing = 6
written = 11
wrong = 15
wrongcourse = 2
wrongdoing = 2
wronged = 2
wrongfully = 2
wronging = 2
wrung = 6
wwwgutenbergorg1e2if = 2
wwwgutenbergorgcontactfor = 2
wwwgutenbergorgdonatewhile = 2
wwwgutenbergorgsection = 2
wwwgutenbergorgtitle = 7
wwwgutenbergorgyou = 2
x = 7
xhow = 7
xi93bobby = 7
xibobby = 7
xii = 7
xiicontaining = 7
xiii116in = 7
xiiiin = 2
xiv = 7
xivfaithfully = 2
xix = 7
xixin = 2
xv131in = 7
xvi = 7
xvidescribing = 2
xvii151billy = 7
xviibilly = 2
xviii = 7
xviiiin = 2
xvin = 2
xx172the = 7
xxi = 7
xxii184the = 7
xxiii = 7
xxiv208in = 7
xxix246billy = 7
xxixbilly = 2
xxv = 7
xxvi223in = 7
xxvii = 7
xxviii238in = 7
xxviiiin = 2
xxviiwhile = 2
xxx = 7
xxxi264the = 7
xxxii = 7
xxxiii279the = 7
xxxiiin = 2
xxxiiithe = 2
xxxin = 2
xxxithe = 2
xxxiv = 7
xxxivin = 2
xxxv296in = 7
xxxvi = 7
xxxvii308in = 7
xxxviii = 7
xxxviiiand = 2
xxxviiin = 2
xxxviit = 2
xxxvin = 2
y = 7
yards = 62
yardsof = 2
yardsor = 7
yardstwas = 2
yarnfact = 7
yarning = 2
yarns = 13
yarry = 4
year = 25
yearold = 2
years = 29
yearsold = 9
yellow = 13
yelping = 7
yet = 62
yetexperienced = 2
yetwhen = 2
yield = 2
yielded = 4
york = 16
yorkchicagotorontofleming = 7
you = 525
youand = 7
youanother = 2
youbills = 2
youcharge = 2
youd = 9
youdo = 2
youebenezer = 2
youfor = 2
yougot = 2
youhasnt = 2
youi = 2
youis = 7
youisyouall = 7
youknowthat = 2
youll = 41
youmights = 7
young = 60
younger = 2
youngmembers = 7
youngphysician = 2
youprepare = 2
your = 101
youre = 27
youreceived = 2
youredone = 2
yourethereonce = 7
yourmen = 2
youroaring = 2
yours = 2
yourself = 22
yousafe = 2
youskipper = 7
yousure = 2
youtell = 7
youthink = 2
youths = 7
youtom = 7
youtopsail = 9
youtouch = 2
youtwo = 2
youve = 4
youwill = 2
youyou = 2
zachariahnorth = 7
zenith = 7
zigzag = 2
zitt = 30
zitts = 18
zittslittle = 7
